iter	Logloss
425	0.4358405072
426	0.4356033722
427	0.4350000113
428	0.4347903246
429	0.4345160579
430	0.4342584883
431	0.4341888297
432	0.4338847908
433	0.4336136526
434	0.4333830448
435	0.4333244586
436	0.4331758744
437	0.4331181814
438	0.4330506985
439	0.432718896
440	0.4323955642
441	0.43224267
442	0.4321050954
443	0.4320509074
444	0.4319399554
445	0.4317650094
446	0.4313423609
447	0.4312505809
448	0.4308423113
449	0.4308199037
450	0.430752899
451	0.4304537192
452	0.4299161727
453	0.4296482347
454	0.4292245006
455	0.4288963434
456	0.428675265
457	0.4284031117
458	0.4282543885
459	0.4279140871
460	0.4276834013
461	0.4272213457
462	0.4269711086
463	0.4266875582
464	0.4264709868
465	0.4262251516
466	0.426039379
467	0.4257595442
468	0.4253963462
469	0.4252890269
470	0.4250122268
471	0.42463852
472	0.4245227392
473	0.4243893185
474	0.4240791208
475	0.4239206202
476	0.4237471513
477	0.4236401897
478	0.4232929567
479	0.422921501
480	0.422866598
481	0.4226963848
482	0.422364392
483	0.4221923357
484	0.4220686551
485	0.4216560868
486	0.4215089184
487	0.4212387045
488	0.4211200782
489	0.4210644187
490	0.4208990618
491	0.4206872552
492	0.4205230687
493	0.4204787766
494	0.4202285775
495	0.4199540886
496	0.4196459671
497	0.419423128
498	0.4192644825
499	0.4190758831
500	0.4187716613
501	0.4186712428
502	0.4184449005
503	0.4182278827
504	0.4182241506
505	0.4180977623
506	0.4176005802
507	0.4174970534
508	0.4173647031
509	0.4169367196
510	0.4166578154
511	0.4164626224
512	0.4164120815
513	0.4161890334
514	0.4159277212
515	0.4157967221
516	0.4155869641
517	0.4154080832
518	0.4153746095
519	0.4150919517
520	0.414934627
521	0.4148361622
522	0.4147788421
523	0.414604301
524	0.414125983
525	0.4140738116
526	0.4138425909
527	0.4137061199
528	0.4136249101
529	0.4133393426
530	0.4130985023
531	0.4127545202
532	0.4127404755
533	0.4125044983
534	0.4124526677
535	0.4123341754
536	0.4122705652
537	0.412121054
538	0.4120361419
539	0.4119106581
540	0.4116624036
541	0.4114981889
542	0.4114338981
543	0.4113270205
544	0.4112919492
545	0.4111505287
546	0.4111102972
547	0.4109390475
548	0.4107690775
549	0.4103362197
550	0.410070246
551	0.4098924483
552	0.4098067291
553	0.4097768712
554	0.4096362126
555	0.4094958117
556	0.4090978238
557	0.408958773
558	0.4088441852
559	0.4087067483
560	0.4084743266
561	0.4082376462
562	0.4080874098
563	0.4080075768
564	0.407694552
565	0.4075974299
566	0.4074184677
567	0.407320009
568	0.4072607327
569	0.4072285701
570	0.4071992482
571	0.4069944542
572	0.4068724952
573	0.4067354089
574	0.4065264228
575	0.4061482406
576	0.405961641
577	0.4058419202
578	0.4055348459
579	0.4054420325
580	0.4052145671
581	0.4048474815
582	0.4046706422
583	0.4046487631
584	0.4045598361
585	0.4042933871
586	0.4041618695
587	0.4040794094
588	0.4039059445
589	0.4038304819
590	0.4035991387
591	0.4035043465
592	0.4028980999
593	0.4028164887
594	0.4026536226
595	0.4024316257
596	0.4021559669
597	0.4019363384
598	0.4018595041
599	0.4016147158
600	0.4012393563
601	0.4012286879
602	0.4009676422
603	0.4008047377
604	0.4007546884
605	0.4004345588
606	0.4000957581
607	0.3997105438
608	0.3996275114
609	0.3995609703
610	0.3994221522
611	0.3990269314
612	0.3989240488
613	0.3986127719
614	0.3984296716
615	0.3982373868
616	0.3981044027
617	0.3980230277
618	0.3977789989
619	0.397558342
620	0.3973274724
621	0.39716499
622	0.3970901331
623	0.3969568178
624	0.3968909593
625	0.3967308064
626	0.396495079
627	0.3963580006
628	0.3961558818
629	0.3959965291
630	0.3959168882
631	0.395877918
632	0.3956951845
633	0.3954447765
634	0.3952076118
635	0.3951815342
636	0.394858182
637	0.3945931935
638	0.3944991796
639	0.394383306
640	0.3941710575
641	0.3939343988
642	0.3936835599
643	0.3934409042
644	0.393329506
645	0.3932658479
646	0.3928227309
647	0.3926892843
648	0.3925534166
649	0.3924561692
650	0.3922620885
651	0.3920522161
652	0.3919690428
653	0.3915324621
654	0.3914675588
655	0.3913731353
656	0.3910814561
657	0.3909079034
658	0.3907406483
659	0.390677054
660	0.390433231
661	0.3903604259
662	0.3902997902
663	0.390153604
664	0.3899926082
665	0.3896607186
666	0.3893101976
667	0.3892052072
668	0.3891470404
669	0.3890056297
670	0.3887979506
671	0.3887737031
672	0.3886187676
673	0.388442114
674	0.3880858767
675	0.3879414256
676	0.3878563249
677	0.3875646881
678	0.3872514798
679	0.3870592877
680	0.3869244505
681	0.3868708685
682	0.3868385368
683	0.3866269058
684	0.3864157393
685	0.3863888324
686	0.3862994381
687	0.3860089156
688	0.3857985335
689	0.3857077657
690	0.3855820003
691	0.3854946099
692	0.3853424319
693	0.385186438
694	0.3850175515
695	0.3849287028
696	0.3848904047
697	0.384674553
698	0.3843451995
699	0.3841608403
700	0.3840493738
701	0.3838160878
702	0.383805056
703	0.3837358956
704	0.3836350648
705	0.3835278085
706	0.3834231996
707	0.3833231377
708	0.3830700218
709	0.3827931632
710	0.3825377379
711	0.3823421396
712	0.3820096761
713	0.3818886283
714	0.3816911797
715	0.3813213261
716	0.3812623745
717	0.3810928267
718	0.3809367411
719	0.3807908347
720	0.380572158
721	0.3805011995
722	0.3803120789
723	0.3802307947
724	0.3799902482
725	0.379784827
726	0.3796441152
727	0.3795037271
728	0.3794994185
729	0.3792729467
730	0.3789660675
731	0.3789372785
732	0.3787553226
733	0.3786635775
734	0.3784744078
735	0.3784235027
736	0.3783065965
737	0.3781669639
738	0.3779956968
739	0.377886506
740	0.3776008602
741	0.3775628139
742	0.377345018
743	0.3773233317
744	0.3770460201
745	0.3767969374
746	0.376605117
747	0.3763472837
748	0.3761922002
749	0.3761267397
750	0.3759554151
751	0.3757841606
752	0.3756477347
753	0.3754609338
754	0.3753486263
755	0.3751914342
756	0.3751078955
757	0.3750253712
758	0.3747936917
759	0.3744102939
760	0.3743409014
761	0.3742409013
762	0.373976629
763	0.373822296
764	0.3736923794
765	0.3734340862
766	0.3733820317
767	0.3730629778
768	0.3728736176
769	0.3726595205
770	0.3724535356
771	0.3723417083
772	0.3723045088
773	0.3722097555
774	0.3720149889
775	0.3719385162
776	0.3717311775
777	0.3716260819
778	0.3715564463
779	0.3714192124
780	0.3713233618
781	0.3711504596
782	0.3709944886
783	0.3708600199
784	0.3707940945
785	0.3706551868
786	0.370547107
787	0.3704347668
788	0.370366087
789	0.3702421005
790	0.3701717559
791	0.3700270925
792	0.3699907487
793	0.3698929525
794	0.3695380154
795	0.3693589738
796	0.369155569
797	0.3691164085
798	0.3688968929
799	0.3687088809
800	0.3685783998
801	0.3683656144
802	0.368328706
803	0.368276037
804	0.3680760017
805	0.3679863779
806	0.3678948108
807	0.3676203734
808	0.3674075064
809	0.3672421896
810	0.3667035799
811	0.3665614941
812	0.3663074028
813	0.3660732523
814	0.3658579167
815	0.3657447813
816	0.3654608426
817	0.3653046381
818	0.3651787142
819	0.3648326594
820	0.3643636896
821	0.3642473084
822	0.3641495422
823	0.3641422327
824	0.3639111874
825	0.3636295819
826	0.3634547292
827	0.3632578518
828	0.3631600569
829	0.3630718037
830	0.3629321515
831	0.36280684
832	0.3627522562
833	0.3626537819
834	0.3625676107
835	0.3624046122
836	0.3621855716
837	0.3618934672
838	0.3617092917
839	0.36157202
840	0.3612576579
841	0.3612318223
842	0.3611065556
843	0.3608204169
844	0.360777487
845	0.360581889
846	0.3604399122
847	0.3601303152
848	0.3600825815
849	0.3599800482
850	0.35991894
851	0.3596825586
852	0.3596423353
853	0.3595617856
854	0.3593950341
855	0.3591532778
856	0.3589403177
857	0.3589368571
858	0.3587907455
859	0.3585869516
860	0.3584787186
861	0.3584515382
862	0.3581818478
863	0.358051992
864	0.3578700545
865	0.3577166626
866	0.3576708053
867	0.3574580895
868	0.3573565286
869	0.3571291092
870	0.3568187525
871	0.3567395054
872	0.3565652594
873	0.3561097923
874	0.3560457065
875	0.3559431459
876	0.3558277176
877	0.355619036
878	0.3555990721
879	0.355309636
880	0.3552870143
881	0.3548939792
882	0.3547687747
883	0.3544006456
884	0.3543323819
885	0.3541544854
886	0.3540497087
887	0.3538502896
888	0.3537553385
889	0.3536004148
890	0.353413824
891	0.3532902687
892	0.3531766009
893	0.3531034344
894	0.3530549495
895	0.3528114484
896	0.3527446662
897	0.3527380976
898	0.352651291
899	0.3525250718
900	0.3524557064
901	0.3522664906
902	0.3522366337
903	0.3520505663
904	0.3520462032
905	0.3519371738
906	0.3518684914
907	0.3517774093
908	0.351673112
909	0.3514841437
910	0.3514479785
911	0.3512424515
912	0.3511307844
913	0.3508957592
914	0.350852036
915	0.3506819109
916	0.3505319144
917	0.3503639706
918	0.3502684747
919	0.3502106327
920	0.3501577637
921	0.3499605119
922	0.349857418
923	0.3496472486
924	0.3495827258
925	0.3494371932
926	0.3493204449
927	0.349041059
928	0.348941954
929	0.3488699745
930	0.3487980998
931	0.3487650126
932	0.3486590605
933	0.3484027782
934	0.3482305181
935	0.3480916671
936	0.3479629607
937	0.3479199111
938	0.3478158598
939	0.3476511946
940	0.3475239203
941	0.3473568851
942	0.3472402458
943	0.3470070824
944	0.3468260419
945	0.3467189868
946	0.34662191
947	0.3463182327
948	0.3462499073
949	0.3459540067
950	0.3457138696
951	0.3456521031
952	0.3455339659
953	0.3454087596
954	0.3453226739
955	0.3450398908
956	0.3448815
957	0.3448274485
958	0.3448085029
959	0.344779732
960	0.3446355149
961	0.3445640178
962	0.3443815162
963	0.3442763946
964	0.3441113141
965	0.343960811
966	0.3439374703
967	0.3437768504
968	0.3437409957
969	0.3435770691
970	0.3435237275
971	0.3432511466
972	0.3429644347
973	0.3429314696
974	0.3428791397
975	0.3426885776
976	0.3425770442
977	0.3424476785
978	0.3424432593
979	0.3423480461
980	0.3422671862
981	0.3421922017
982	0.3420309419
983	0.3419230026
984	0.3417585507
985	0.3416004519
986	0.3414887683
987	0.3413210907
988	0.3410852198
989	0.3409722509
990	0.3407491493
991	0.3404757908
992	0.3400816986
993	0.3400144739
994	0.3400072809
995	0.3399568823
996	0.3398323231
997	0.3396493099
998	0.3394958568
999	0.3392471854
